id,carat,cut,color,clarity,depth,table,x,y,z,price
7471,0.31,Ideal,D,VS2,61.3,58.0,4.37,4.39,2.68,652
1381,0.31,Ideal,H,VS2,61.4,57.0,4.37,4.42,2.7,489
8926,0.58,Very Good,D,SI2,62.1,58.0,5.33,5.36,3.32,1431
413,0.34,Ideal,E,VS2,62.5,55.0,4.5,4.47,2.81,784
5037,1.39,Ideal,G,VS2,62.2,56.0,7.22,7.16,4.47,9432
4897,2.01,Premium,J,VS2,61.3,58.0,8.09,8.16,4.98,12883
3336,0.3,Ideal,G,VVS1,62.1,56.0,4.32,4.32,2.68,1013
3606,2.01,Premium,I,SI2,60.8,59.0,8.21,8.15,4.96,14208
3175,1.03,Ideal,G,SI2,62.0,54.0,6.5,6.54,4.04,4181
2241,0.5,Ideal,E,VS1,61.5,58.0,5.12,5.09,3.14,1682
9885,1.51,Premium,J,SI1,61.9,58.0,7.35,7.38,4.55,7634
8095,0.51,Ideal,E,VS2,61.7,56.0,5.13,5.09,3.16,1582
256,1.56,Premium,J,VS2,59.7,59.0,7.59,7.53,4.51,7848
7331,0.34,Ideal,E,VS1,61.7,56.0,4.51,4.46,2.77,918
200,2.24,Ideal,H,SI2,62.2,55.0,8.37,8.32,5.24,17162
2235,2.08,Very Good,H,SI1,62.9,58.0,8.15,8.07,5.1,17666
4743,0.3,Premium,I,VVS1,62.0,58.0,4.31,4.33,2.68,540
1767,0.72,Ideal,D,VS1,62.0,57.0,5.73,5.75,3.56,3093
4236,0.32,Ideal,G,VVS1,61.9,55.0,4.39,4.42,2.72,683
6992,1.01,Good,H,SI1,64.0,56.0,6.37,6.32,4.06,4389
8605,0.3,Very Good,F,VS2,62.3,59.0,4.3,4.34,2.69,605
7444,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,605
1572,1.27,Premium,E,SI1,60.2,58.0,7.07,6.98,4.23,7362
24,0.7,Ideal,F,SI1,61.8,54.0,5.71,5.73,3.54,2473
3363,0.32,Premium,H,VVS1,61.8,58.0,4.4,4.36,2.71,936
1088,1.01,Ideal,D,SI2,61.8,56.0,6.47,6.51,4.01,5741
4674,1.22,Ideal,H,VS2,62.6,59.0,6.71,6.74,4.21,6968
2694,0.51,Ideal,E,SI1,61.5,55.0,5.2,5.17,3.18,1359
7871,0.81,Ideal,G,VS2,62.3,56.0,5.93,5.98,3.72,3154
3398,0.91,Ideal,F,SI1,62.3,55.0,6.19,6.23,3.87,4497
3559,0.72,Ideal,G,VS2,62.5,54.0,5.72,5.77,3.59,2721
9327,1.04,Ideal,H,SI1,62.0,54.0,6.52,6.54,4.04,5241
2841,0.3,Premium,E,VS2,62.6,58.0,4.31,4.28,2.69,731
2311,0.7,Very Good,F,VS2,63.3,59.0,5.63,5.59,3.54,3026
8487,1.51,Very Good,F,VS2,62.5,57.0,7.23,7.3,4.55,12745
3234,1.07,Ideal,G,SI1,61.9,57.0,6.56,6.59,4.06,5189
4152,0.35,Ideal,E,VS2,61.4,56.0,4.55,4.58,2.81,767
1309,2.01,Premium,H,VS2,60.1,60.0,8.02,7.96,4.84,16239
695,0.38,Ideal,E,SI1,61.9,56.0,4.65,4.7,2.89,755
6929,1.01,Premium,F,VS2,62.4,58.0,6.42,6.36,3.99,6416
3752,0.52,Ideal,G,VVS2,61.5,55.0,5.18,5.14,3.18,1949
6337,1.0,Premium,H,VS2,59.1,60.0,6.52,6.46,3.86,5237
1227,0.73,Ideal,E,VS1,61.6,57.0,5.75,5.78,3.55,3351
1999,0.75,Ideal,F,SI1,61.9,54.0,5.83,5.85,3.62,2743
276,0.31,Good,F,SI2,63.6,56.0,4.31,4.35,2.75,408
7034,0.32,Ideal,D,VS2,62.0,56.0,4.39,4.37,2.72,618
7352,0.41,Ideal,F,IF,61.1,57.0,4.76,4.79,2.92,1151
5929,0.34,Ideal,G,VVS2,62.4,57.0,4.45,4.47,2.78,995
2953,1.62,Ideal,E,VS2,61.8,57.0,7.56,7.5,4.66,16570
3637,0.42,Ideal,D,SI1,62.0,56.0,4.79,4.83,2.98,1145
3906,1.11,Premium,H,SI2,61.0,58.0,6.65,6.69,4.06,4558
4778,1.07,Ideal,G,VVS2,62.4,57.0,6.51,6.55,4.06,10655
5845,0.9,Premium,H,VS2,62.9,61.0,6.16,6.12,3.85,3922
9875,0.42,Ideal,G,SI1,61.7,56.0,4.83,4.84,2.98,990
4117,0.34,Ideal,G,VS2,61.0,57.0,4.51,4.53,2.76,646
7300,0.52,Ideal,F,VS1,62.3,57.0,5.14,5.18,3.21,1961
1137,1.58,Ideal,I,VS2,61.6,57.0,7.48,7.52,4.62,11968
2767,0.52,Ideal,E,VS2,61.8,57.0,5.16,5.18,3.19,1825
2334,1.03,Premium,D,SI1,60.8,59.0,6.43,6.39,3.9,5283
8001,1.25,Premium,F,SI1,59.6,58.0,6.96,7.04,4.19,5724
942,0.3,Premium,G,VVS2,62.2,60.0,4.29,4.27,2.66,878
9430,0.9,Good,F,SI2,63.3,59.0,6.09,6.12,3.86,3992
2490,0.3,Premium,H,SI1,61.8,62.0,4.33,4.31,2.67,540
9856,0.52,Ideal,D,SI1,62.6,57.0,5.18,5.14,3.25,1595
6290,1.23,Ideal,G,VVS2,61.9,56.0,6.85,6.88,4.25,9103
4935,0.73,Ideal,G,VS1,62.1,56.0,5.75,5.8,3.58,2950
3935,0.3,Premium,H,VS1,61.7,59.0,4.26,4.29,2.64,675
7226,1.01,Ideal,D,SI2,61.9,54.0,6.4,6.43,3.97,4260
2384,1.03,Ideal,D,VS2,62.0,56.0,6.53,6.55,4.05,7955
115,0.97,Premium,G,VS2,62.4,59.0,6.27,6.23,3.91,4900
1863,0.7,Very Good,I,VVS2,62.2,59.0,5.67,5.7,3.54,2327
10158,1.51,Very Good,H,SI1,60.9,60.0,7.42,7.39,4.5,10009
3119,0.72,Ideal,E,SI1,62.3,56.0,5.74,5.76,3.58,2573
4258,1.0,Ideal,D,SI2,62.1,57.0,6.44,6.39,3.98,4553
9797,0.5,Ideal,F,VVS2,60.9,57.0,5.15,5.14,3.13,1950
902,1.03,Very Good,E,SI2,64.1,57.0,6.33,6.31,4.05,4328
2819,0.9,Very Good,G,SI2,63.1,59.0,6.11,6.14,3.87,3326
3822,0.31,Premium,G,IF,59.6,61.0,4.45,4.42,2.64,977
7396,0.41,Ideal,H,VS1,62.7,55.0,4.72,4.76,2.97,827
7159,0.73,Ideal,D,SI1,61.9,55.0,5.76,5.79,3.58,2753
9260,0.4,Ideal,F,VVS1,61.0,57.0,4.76,4.82,2.92,1207
4699,0.92,Ideal,D,SI1,62.3,56.0,6.18,6.25,3.87,4909
9600,0.9,Premium,G,SI2,61.3,55.0,6.18,6.12,3.76,3461
3802,0.38,Premium,D,VS1,62.1,58.0,4.63,4.66,2.89,1130
6068,0.72,Ideal,F,VS2,62.2,56.0,5.72,5.75,3.57,2956
5810,1.16,Ideal,G,VS1,61.3,57.0,6.8,6.81,4.17,8545
3536,0.31,Ideal,G,VVS1,61.9,56.0,4.36,4.36,2.7,789
3825,0.9,Fair,E,SI1,64.4,57.0,6.05,6.01,3.88,4463
6642,0.41,Ideal,F,IF,61.9,56.0,4.77,4.8,2.96,1439
8806,1.09,Ideal,H,SI2,62.2,55.0,6.59,6.63,4.11,4662
8771,0.55,Ideal,E,SI1,62.0,56.0,5.22,5.3,3.26,1766
4810,0.32,Premium,G,VS2,61.8,59.0,4.36,4.32,2.69,720
1946,0.34,Very Good,H,VS2,63.3,57.0,4.48,4.45,2.83,689
8142,2.06,Premium,J,SI2,62.0,60.0,8.22,8.1,5.04,12970
7411,1.03,Ideal,F,SI1,61.2,56.0,6.5,6.53,3.98,5311
5335,0.39,Ideal,G,SI1,62.3,55.0,4.68,4.72,2.93,716
3488,1.59,Ideal,H,VS2,61.3,57.0,7.54,7.51,4.62,10880
1610,0.5,Very Good,E,SI2,63.1,57.0,5.09,5.05,3.2,1249
7744,1.19,Very Good,H,SI2,61.3,63.0,6.91,6.94,4.25,4004
7528,0.35,Very Good,E,VS2,63.1,56.0,4.49,4.52,2.83,627
4677,0.6,Ideal,H,VS1,61.7,56.0,5.43,5.46,3.36,2018
4959,1.12,Premium,G,VS2,59.8,59.0,6.83,6.77,4.07,6756
5867,0.81,Premium,H,SI2,62.9,57.0,5.91,5.87,3.7,2364
8927,0.26,Ideal,H,VS1,62.4,56.0,4.06,4.08,2.54,448
4761,0.51,Ideal,H,SI2,62.4,55.0,5.11,5.15,3.21,874
2194,0.7,Ideal,F,SI2,59.8,56.0,5.86,5.79,3.48,2276
882,0.51,Ideal,D,VS2,60.0,57.0,5.23,5.19,3.11,1680
5701,0.73,Premium,G,SI1,59.3,60.0,5.85,5.87,3.49,2871
5113,0.25,Ideal,E,VVS1,62.1,57.0,4.0,4.03,2.51,586
557,1.51,Ideal,I,VS1,62.2,53.8,7.36,7.39,4.58,10411
8285,0.5,Premium,F,SI1,60.9,58.0,5.09,5.12,3.11,1838
5139,1.51,Premium,D,SI2,61.8,58.0,7.35,7.38,4.56,11666
1207,1.02,Ideal,I,VS1,62.1,60.0,6.41,6.38,3.98,4241
7303,0.41,Very Good,D,VS2,62.2,59.0,4.71,4.74,2.94,1069
7588,0.34,Ideal,E,VS1,61.3,57.0,4.48,4.51,2.76,805
1510,0.3,Ideal,E,VS2,61.9,56.0,4.35,4.31,2.68,844
7033,0.5,Good,F,VS2,63.2,58.0,5.0,5.03,3.17,1442
3829,1.0,Very Good,J,SI2,63.3,59.0,6.34,6.25,3.99,3461
3732,1.52,Good,G,SI1,63.7,60.0,7.25,7.3,4.64,9494
8921,1.08,Ideal,I,VS2,62.2,57.0,6.57,6.53,4.08,4948
3211,1.02,Ideal,D,SI2,62.5,56.0,6.4,6.43,4.01,4704
3630,0.77,Very Good,E,SI1,60.8,58.0,5.86,5.93,3.59,3104
1708,0.31,Ideal,E,VS1,61.5,55.0,4.34,4.37,2.68,692
1845,1.5,Good,D,SI1,64.0,58.0,7.23,7.27,4.64,10888
266,1.02,Ideal,E,SI2,61.8,54.0,6.49,6.43,3.99,3674
5985,0.71,Good,F,SI1,63.9,59.0,5.64,5.6,3.59,2352
1140,1.7,Premium,F,SI1,60.4,59.0,7.67,7.62,4.61,12655
3162,0.25,Ideal,G,VS1,62.1,54.0,4.04,4.11,2.54,518
6207,0.3,Ideal,D,SI1,62.2,54.0,4.3,4.33,2.68,552
2046,0.32,Ideal,E,IF,61.2,56.0,4.42,4.45,2.71,918
3730,0.57,Ideal,E,VS1,61.9,55.0,5.31,5.33,3.3,2133
1909,1.01,Ideal,H,SI2,59.6,60.0,6.54,6.51,3.88,3955
7586,0.7,Ideal,I,VVS2,61.9,56.0,5.72,5.74,3.54,2562
2660,0.38,Premium,E,VS2,59.4,60.0,4.73,4.75,2.81,975
656,0.9,Ideal,H,VVS2,63.0,57.0,6.09,6.13,3.85,3872
6660,0.32,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,612
1307,1.14,Premium,G,VS2,61.3,58.0,6.78,6.72,4.13,6768
8129,0.5,Ideal,E,VS2,62.6,57.0,5.13,5.09,3.2,1745
998,0.54,Ideal,F,VS2,61.8,56.0,5.29,5.24,3.25,1586
7713,0.32,Very Good,J,SI1,62.1,55.0,4.4,4.43,2.75,452
2834,0.72,Ideal,E,SI2,62.7,56.0,5.66,5.68,3.55,2870
9745,1.0,Very Good,E,SI1,59.3,61.0,6.49,6.53,3.85,5139
9349,1.0,Premium,G,SI2,58.2,60.0,6.58,6.51,3.79,3985
5880,0.71,Very Good,E,SI2,63.3,60.0,5.69,5.63,3.58,2573
1237,1.16,Very Good,G,VS2,62.8,56.0,6.69,6.72,4.21,7500
2151,0.75,Ideal,I,VS2,61.9,56.0,5.83,5.85,3.62,2453
3835,0.72,Ideal,H,SI2,61.0,58.0,5.78,5.81,3.53,2182
9872,1.51,Very Good,H,VS2,62.4,57.0,7.29,7.31,4.55,10800
7466,1.01,Ideal,F,SI1,62.0,57.0,6.45,6.4,3.98,5221
8388,0.42,Ideal,G,VVS1,61.4,56.0,4.83,4.8,2.95,1101
6578,1.17,Premium,H,VS1,60.0,58.0,6.81,6.86,4.11,6484
5091,1.06,Ideal,G,VVS2,61.8,57.0,6.53,6.55,4.04,8911
2186,1.51,Very Good,F,SI1,62.7,55.0,7.25,7.31,4.57,11221
1134,0.54,Ideal,F,SI1,61.9,54.0,5.23,5.27,3.25,1394
5004,0.23,Very Good,D,VVS2,62.8,57.0,3.89,3.91,2.44,485
6626,0.3,Very Good,H,VS2,60.6,62.0,4.26,4.31,2.61,438
1303,1.62,Premium,G,SI1,60.6,59.0,7.62,7.58,4.62,11263
8624,0.41,Premium,F,VS2,61.7,58.0,4.79,4.74,2.94,1107
1627,1.51,Good,G,VS2,63.6,59.0,7.25,7.21,4.61,10036
8159,0.32,Very Good,H,VS2,61.8,61.0,4.36,4.39,2.7,568
1522,0.33,Very Good,E,SI1,62.0,56.0,4.43,4.41,2.74,579
9989,0.31,Ideal,D,SI1,62.1,55.0,4.37,4.34,2.7,718
358,0.51,Ideal,G,IF,62.6,54.0,5.08,5.11,3.19,2176
138,2.22,Premium,H,SI1,62.3,58.0,8.29,8.33,5.17,16390
299,0.7,Premium,F,SI2,60.5,60.0,5.76,5.73,3.48,2333
1556,0.54,Ideal,D,VS2,61.4,55.0,5.25,5.2,3.21,1919
5099,1.51,Premium,G,VS1,62.3,58.0,7.32,7.29,4.55,14445
382,1.26,Ideal,J,VS1,62.4,56.0,6.9,6.86,4.3,5556
8466,0.52,Ideal,F,SI1,61.8,57.0,5.16,5.13,3.18,1280
7217,0.23,Ideal,E,VVS2,61.3,57.0,3.94,3.97,2.43,492
4857,1.19,Ideal,G,SI2,62.2,57.0,6.79,6.82,4.23,4950
3180,0.57,Ideal,D,VS2,62.5,57.0,5.27,5.35,3.32,1716
1439,1.03,Very Good,H,VS2,63.0,56.0,6.4,6.45,4.04,5469
10052,0.41,Premium,D,VS1,61.5,58.0,4.8,4.83,2.96,1151
5673,1.4,Premium,J,SI1,62.0,59.0,7.21,7.19,4.48,4791
946,2.09,Premium,I,SI1,60.9,59.0,8.21,8.26,5.01,14752
2390,1.01,Ideal,H,SI1,61.2,57.0,6.44,6.49,3.96,5387
5498,1.03,Ideal,F,SI2,60.5,59.0,6.55,6.58,3.97,4969
8920,1.04,Very Good,E,SI2,63.4,56.0,6.51,6.39,4.09,4740
9402,0.3,Ideal,F,VS2,62.1,53.6,4.27,4.31,2.67,601
2721,1.02,Very Good,D,SI2,62.3,56.0,6.45,6.42,4.0,4751
1932,0.4,Ideal,D,VS2,61.5,56.0,4.76,4.74,2.93,852
7704,0.41,Ideal,E,VS2,61.8,55.0,4.79,4.82,2.97,999
3236,2.11,Ideal,J,SI1,61.2,57.0,8.22,8.25,5.05,12498
3140,0.71,Very Good,H,VVS2,63.1,57.0,5.71,5.68,3.59,3371
4163,0.91,Premium,D,SI1,63.0,59.0,6.14,6.09,3.85,3641
9056,0.54,Ideal,I,VS1,60.9,57.0,5.25,5.3,3.21,1370
3807,0.4,Very Good,G,SI1,62.8,56.0,4.66,4.69,2.94,855
9655,0.42,Ideal,G,VVS2,62.1,54.0,4.81,4.83,2.99,1003
9759,1.01,Very Good,G,VS1,62.3,57.0,6.49,6.43,4.02,6963
9072,1.21,Ideal,H,VS2,61.8,56.0,6.86,6.83,4.22,6912
6781,0.71,Premium,E,VS2,61.2,60.0,5.77,5.74,3.52,2858
7162,2.1,Premium,F,SI2,61.2,60.0,8.27,8.21,5.04,18179
4154,0.81,Ideal,G,SI1,61.3,57.0,6.04,5.99,3.69,3564
4172,1.21,Premium,G,VS1,61.6,58.0,6.84,6.8,4.21,8233
796,0.71,Ideal,I,VS1,61.3,57.0,5.73,5.78,3.53,2382
2416,0.39,Ideal,F,VVS1,62.3,54.1,4.67,4.7,2.92,739
7447,0.53,Ideal,E,VS2,62.5,55.0,5.16,5.17,3.23,1708
6139,1.0,Premium,E,VS2,62.8,58.0,6.36,6.31,3.98,6021
785,0.72,Ideal,E,VS2,61.2,56.0,5.78,5.82,3.55,3308
9882,0.7,Premium,G,VS1,60.0,62.0,5.77,5.73,3.43,2700
6789,1.52,Ideal,G,VS1,62.2,56.0,7.3,7.36,4.56,14308
3158,0.9,Premium,E,SI2,58.8,59.0,6.32,6.28,3.69,4308
123,0.3,Ideal,H,SI2,62.7,54.0,4.34,4.3,2.71,506
9633,0.42,Ideal,E,VS2,60.7,57.0,4.79,4.83,2.93,849
8909,0.34,Ideal,E,VS2,59.0,56.0,4.62,4.64,2.75,1040
2172,0.3,Ideal,G,VVS1,62.1,54.0,4.31,4.33,2.68,764
2169,1.09,Ideal,H,SI1,61.8,57.0,6.6,6.63,4.08,5260
7148,1.05,Premium,H,SI1,61.1,60.0,6.57,6.53,4.01,5055
4009,0.42,Very Good,E,SI1,62.7,56.0,4.78,4.81,2.99,755
9468,0.91,Very Good,D,SI1,63.1,57.0,6.15,6.23,3.9,3601
4340,1.02,Very Good,G,SI1,58.7,61.0,6.57,6.63,3.88,4613
910,0.31,Premium,G,VS2,62.8,58.0,4.33,4.3,2.71,698
6268,1.25,Premium,D,VS2,62.2,58.0,6.86,6.89,4.28,10471
9173,0.41,Ideal,F,VVS2,61.4,56.0,4.79,4.82,2.95,1105
2309,1.11,Ideal,H,SI1,62.4,57.0,6.65,6.61,4.14,5353
9835,1.02,Very Good,E,VS1,63.3,58.0,6.38,6.35,4.03,6622
3634,0.57,Ideal,J,SI1,61.5,57.0,5.33,5.38,3.29,1119
1257,0.31,Premium,D,VS1,61.5,59.0,4.34,4.35,2.67,949
6591,0.32,Ideal,G,SI1,61.7,55.0,4.41,4.4,2.72,900
4458,1.04,Premium,F,SI2,58.4,58.0,6.69,6.64,3.92,5062
6133,1.03,Ideal,H,SI2,61.4,56.0,6.52,6.49,3.99,4513
1178,0.41,Ideal,E,VVS1,61.4,56.0,4.79,4.82,2.95,1334
4652,1.5,Premium,J,SI2,59.3,62.0,7.38,7.48,4.41,4600
6218,1.5,Premium,H,VS2,62.5,59.0,7.38,7.36,4.6,10671
3650,0.25,Ideal,F,VS2,62.1,55.0,4.0,4.05,2.5,452
442,2.01,Ideal,H,SI1,62.2,56.0,8.05,8.07,5.01,18493
3415,1.25,Ideal,G,SI1,61.5,56.0,6.95,6.99,4.29,6662
1399,0.7,Premium,F,SI1,63.0,60.0,5.61,5.57,3.53,2401
7465,1.2,Premium,H,VS2,59.3,58.0,7.01,6.93,4.13,7203
1457,0.7,Good,D,SI2,60.7,62.0,5.69,5.72,3.46,2398
7811,0.26,Very Good,H,VS1,62.8,56.0,4.04,4.07,2.55,397
5744,1.51,Premium,J,VVS2,62.4,58.0,7.31,7.33,4.57,8617
1054,0.59,Ideal,G,SI1,62.3,55.0,5.34,5.38,3.34,1343
7047,0.31,Ideal,H,VS1,61.4,57.0,4.33,4.36,2.67,544
3275,0.26,Very Good,F,VS1,63.1,58.0,4.06,4.0,2.54,580
1463,1.03,Ideal,G,VS1,62.0,56.0,6.48,6.5,4.03,6620
3699,0.34,Ideal,G,SI1,60.7,56.0,4.53,4.51,2.74,612
3759,2.01,Very Good,H,SI1,62.0,60.0,7.94,8.03,4.96,18398
929,0.54,Ideal,D,SI2,62.1,56.0,5.25,5.23,3.25,2376
5511,0.3,Ideal,G,VVS1,61.9,56.0,4.29,4.33,2.67,798
6468,0.43,Premium,G,VVS2,61.8,59.0,4.79,4.82,2.97,1163
8894,0.41,Premium,E,SI2,59.8,56.0,4.81,4.77,2.84,876
1829,0.54,Ideal,G,VS2,62.4,54.0,5.21,5.18,3.24,1660
2928,0.7,Ideal,F,SI1,61.6,57.0,5.72,5.75,3.53,2515
7205,1.16,Ideal,G,VS2,62.0,55.0,6.76,6.7,4.19,8079
6538,0.33,Premium,G,VVS2,60.4,58.0,4.44,4.47,2.68,965
4221,1.52,Ideal,G,SI1,61.3,55.0,7.47,7.39,4.55,12117
3546,1.04,Very Good,I,VS2,63.1,56.0,6.44,6.47,4.08,4685
5598,1.28,Ideal,H,SI1,61.1,56.0,7.12,7.03,4.31,7001
9106,2.01,Very Good,H,SI2,63.1,58.0,8.01,7.96,5.04,11965
7597,0.71,Very Good,G,VS2,63.1,57.0,5.67,5.72,3.59,2598
8310,0.7,Ideal,I,VS1,61.3,56.0,5.7,5.74,3.51,2364
2011,1.01,Ideal,D,SI1,60.4,60.0,6.51,6.47,3.92,5000
913,0.41,Ideal,D,VS1,62.1,56.0,4.77,4.72,2.95,1140
8402,1.22,Premium,G,VS2,60.5,58.0,7.0,6.95,4.21,8181
7940,0.44,Premium,D,VS1,60.6,58.0,4.93,4.88,2.97,1294
3219,1.01,Very Good,H,SI1,61.3,60.0,6.45,6.38,3.94,5207
2606,0.5,Very Good,I,SI1,63.4,55.0,5.0,5.02,3.18,1064
3264,0.7,Ideal,E,SI2,62.5,56.0,5.66,5.69,3.54,2326
4928,0.41,Ideal,F,SI1,62.2,55.0,4.77,4.74,2.96,969
8825,1.01,Very Good,E,VS2,62.7,61.0,6.33,6.41,3.99,6120
6564,1.01,Very Good,G,VS1,62.3,58.0,6.37,6.41,3.98,7246
8312,1.07,Premium,H,SI2,60.5,61.0,6.67,6.58,4.0,4538
6,0.74,Ideal,E,VS2,61.8,57.0,5.76,5.79,3.57,3229
2980,0.7,Ideal,F,SI1,61.3,54.0,5.74,5.77,3.53,2290
6583,0.34,Very Good,E,VVS1,62.6,56.0,4.4,4.45,2.77,1014
3361,0.5,Ideal,G,SI2,62.0,56.0,5.09,5.12,3.17,1031
4774,0.93,Premium,D,SI1,61.5,59.0,6.23,6.29,3.85,4136
1943,0.53,Ideal,E,SI2,62.0,54.0,5.24,5.21,3.24,1270
10147,0.31,Premium,F,VS2,61.2,58.0,4.39,4.37,2.68,802
5499,1.83,Premium,H,SI1,62.9,59.0,7.74,7.71,4.89,11748
1635,0.42,Ideal,D,VS2,61.9,57.0,4.8,4.82,2.98,1031
1141,0.94,Good,H,SI2,63.1,62.0,6.18,6.22,3.92,3311
2041,0.7,Ideal,D,SI2,62.4,56.0,5.67,5.71,3.55,2676
6815,0.97,Fair,J,I1,64.6,60.0,6.38,6.29,4.05,1828
6703,0.71,Ideal,D,VS2,61.8,57.0,5.74,5.77,3.56,3767
8117,0.71,Ideal,I,VS1,61.1,57.0,5.69,5.73,3.49,2586
2070,0.37,Ideal,J,VS1,62.3,54.0,4.58,4.63,2.87,714
3134,0.72,Premium,F,SI1,62.1,60.0,5.71,5.68,3.53,2190
5160,1.24,Premium,H,VVS1,62.3,59.0,6.89,6.84,4.28,9720
6990,1.01,Ideal,E,SI2,62.1,56.0,6.42,6.39,3.98,4725
8060,1.0,Premium,G,VS1,59.2,59.0,6.48,6.45,3.84,6727
5275,1.21,Ideal,F,VVS1,61.0,56.0,6.88,6.92,4.21,12210
2242,0.72,Ideal,E,SI2,62.1,55.0,5.74,5.78,3.58,2720
1474,0.3,Ideal,F,VS1,62.3,57.0,4.31,4.34,2.69,658
8752,0.7,Very Good,H,VS2,62.8,57.0,5.65,5.61,3.54,2273
1889,0.32,Ideal,G,VVS1,62.0,56.0,4.39,4.42,2.73,842
3435,0.53,Ideal,E,VS2,62.3,57.0,5.16,5.21,3.23,1819
7882,0.41,Ideal,F,SI1,61.7,55.0,4.78,4.8,2.96,755
9039,1.3,Ideal,G,VS1,62.4,57.0,6.95,6.99,4.35,9920
3705,1.01,Ideal,D,SI1,61.9,55.0,6.45,6.5,4.01,5612
2021,2.25,Premium,I,SI2,60.0,60.0,8.5,8.46,5.1,17114
4020,0.31,Ideal,G,VVS2,61.2,55.0,4.38,4.42,2.69,684
9051,0.5,Ideal,I,SI1,61.9,57.0,5.05,5.08,3.14,1140
8598,0.31,Ideal,G,VVS2,61.8,55.0,4.36,4.38,2.7,936
3500,0.56,Ideal,D,VS2,61.9,56.0,5.3,5.28,3.28,2066
2658,0.9,Premium,J,VS2,62.4,58.0,6.16,6.12,3.83,3114
8611,2.17,Ideal,I,SI2,61.2,57.0,8.38,8.34,5.11,15092
7309,0.31,Ideal,H,VS1,62.8,57.0,4.32,4.3,2.71,586
1130,0.77,Premium,E,SI2,62.0,59.0,5.82,5.78,3.6,2753
5557,0.51,Ideal,H,VS1,62.3,57.0,5.12,5.16,3.2,1438
10129,0.32,Premium,G,VS2,60.9,58.0,4.41,4.43,2.69,561
1819,1.09,Ideal,H,SI1,61.8,56.0,6.59,6.64,4.09,4771
7826,1.2,Premium,H,SI1,62.7,58.0,6.68,6.73,4.21,5652
7766,1.02,Very Good,F,VS1,62.7,59.0,6.37,6.42,4.02,6651
7064,0.9,Fair,I,SI1,61.7,61.0,6.13,6.16,3.78,3730
4318,0.41,Ideal,F,VS1,61.2,56.0,4.8,4.84,2.95,1077
9781,0.78,Fair,F,VS2,54.7,67.0,6.25,6.15,3.34,2762
4144,0.36,Ideal,D,VS2,62.2,56.0,4.6,4.57,2.86,829
4669,1.2,Premium,F,SI2,61.1,62.0,6.78,6.72,4.13,5226
1236,0.7,Very Good,G,VS1,63.2,56.0,5.68,5.64,3.58,2520
5476,1.59,Very Good,G,VS2,62.4,57.0,7.41,7.45,4.65,14779
10016,0.33,Ideal,G,IF,61.0,56.0,4.49,4.52,2.74,963
1856,0.7,Ideal,F,SI2,61.3,56.0,5.75,5.78,3.53,1642
2282,0.32,Ideal,I,VVS2,61.2,56.0,4.42,4.41,2.7,720
8857,0.4,Good,E,SI1,64.1,56.0,4.67,4.7,3.01,616
9912,0.31,Very Good,E,VS2,62.4,59.0,4.29,4.33,2.69,642
4093,0.7,Ideal,E,SI2,62.0,57.0,5.69,5.66,3.52,2415
7333,1.22,Ideal,H,SI2,61.7,56.0,6.87,6.84,4.23,5458
5200,0.33,Ideal,F,IF,60.6,57.0,4.45,4.49,2.72,914
6401,0.34,Ideal,G,VS1,61.7,55.0,4.51,4.53,2.78,640
10110,0.5,Premium,G,VS2,62.5,58.0,5.06,5.08,3.17,1624
3421,1.01,Very Good,F,VS2,62.3,57.0,6.38,6.43,3.99,6479
9441,0.57,Premium,D,SI1,60.5,57.0,5.38,5.33,3.24,1848
386,0.32,Ideal,I,VS2,60.7,55.0,4.45,4.49,2.71,576
8709,1.12,Good,H,SI2,63.6,56.0,6.58,6.54,4.16,4326
1628,0.72,Very Good,G,VS1,63.3,53.0,5.69,5.72,3.62,2441
3585,0.31,Very Good,D,SI1,63.1,57.0,4.28,4.31,2.71,732
8301,0.32,Ideal,G,VS2,61.6,55.0,4.41,4.44,2.72,561
2714,0.7,Premium,F,SI1,62.8,58.0,5.67,5.63,3.55,2839
7448,0.51,Very Good,F,VS2,61.8,56.0,5.14,5.17,3.19,1738
8590,1.11,Very Good,G,VS2,61.6,56.0,6.64,6.67,4.12,7189
9493,1.5,Very Good,E,VS2,63.8,57.0,7.21,7.25,4.61,13205
5659,1.0,Very Good,F,VS2,63.2,59.0,6.34,6.31,4.0,6268
6856,0.41,Good,F,VS2,63.3,57.0,4.69,4.73,2.99,872
3189,0.58,Very Good,F,VVS2,62.1,58.0,5.32,5.34,3.32,2180
10149,0.31,Ideal,D,VS2,62.1,56.0,4.35,4.3,2.69,942
4305,0.3,Very Good,G,SI1,62.7,57.0,4.3,4.34,2.71,432
909,1.02,Premium,I,SI2,62.3,59.0,6.43,6.38,4.0,3786
5385,0.9,Very Good,D,SI1,62.6,57.0,6.14,6.2,3.86,4068
1996,0.4,Very Good,H,SI1,59.8,60.0,4.8,4.85,2.89,622
1866,1.52,Very Good,D,SI2,60.4,63.0,7.47,7.41,4.49,10331
1842,2.01,Very Good,F,SI2,61.1,60.0,8.07,8.15,4.92,16603
2497,0.7,Very Good,F,VS2,63.4,55.0,5.59,5.64,3.56,2652
